,sentiment,content
37445,happiness,Someone just admitted to having a crush on me.. That's cool
37453,happiness,@Mrjaydeeone thanks for the add  I'll try again signing in later when I get home. If still no such luck then I'll email someone
37463,happiness,is at work...gettin paid to sit on my arse as there are no guests down yet!! mum is comin up after  eexcited
37464,happiness,"@duck_ily Thanks for coming out, cuz"
37465,happiness,i learnt something new today
37471,happiness,"@angryfaggot, Whered you end up going? I stayed in &amp; watched SNL, one of the funnier shows theyve done this season."
37478,happiness,@PeteMoring Well it's nice to 'see' you. Have a great day and tweet again soon
37480,happiness,@Thea_Smith glad the zoo was fun and you had a great mothers day hun
37496,happiness,Good morning everyone  It's a nice day #iloveitwhen the sun is shining. And now I'm going to write some stuff
37497,happiness,@bradiewebbstack every time you write a tweet the always make me smile  just had to let you no
37498,happiness,@sarahnd for nearly a month!!  So exciting
37504,happiness,"@bradiewebbstack i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?"
37508,happiness,Was quite amusing watching Pangaea sing &quot;F*** Killah Priest!&quot; I guess he won't be featuring on their album
37517,happiness,@ShannonCleary1 sounds like a perfect way to spend a sunday evening. Enjoy
37518,happiness,"Yesterday was AWESOME ! Sunny day, best friends, good food &amp; tons of fun - what more could you ask for ?"
37520,sadness,... sorry GPGMail
37530,happiness,"Dear journal, i had sex with earl tonight. It was the most amazing thirty seconds of my life!"
37533,happiness,"had a cracking night last night, don't think i've ever laughed so much  nice, lazy day today woop!"
37542,happiness,just got eminem tix for friday
37543,happiness,@chrisaston Woo hoo!! Congratulations
37546,sadness,@AshantiGirl HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
37551,happiness,"@ukcatalogue fabulous combination till A. It arrives, B. The bill comes! Fun chatting to you. Have a good Sunday!"
37552,happiness,up and at work im ina good mood
37553,sadness,@JoyVBehar Iï¿½m sorry for that
37562,sadness,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz
37564,happiness,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream"
37570,happiness,@jaztwitta welcome home babe!
37575,happiness,@ChieriNagase 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!
37578,happiness,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning"
37579,happiness,@Catboy_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!
37580,happiness,is back at home...had a great day  http://plurk.com/p/svkc8
37584,happiness,........ Lala.. Little girl! I love these new songs!  @HiPPiEHO Iï¿½ve answered u ^^ Love to all you freaky twitter guys ;D
37587,happiness,man only thing i would chng about vegas is those british boys wayyyy to hot
37589,happiness,"Roast was yummy, I think mum was impressed!!!"
37590,happiness,I love being in charge
37594,happiness,"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother's Day!"
37599,happiness,@FindingCeej hala! you're finally here
37600,happiness,"@punnie I don't use it, but I heard that PowerShell is nice"
37606,happiness,I think im becoming obsessed with MGMT- kids  &lt;3
37607,happiness,its ok @samcarterrules saw u with joey thought u looked interesting like the same things on  #SanctuarySunday
37609,happiness,i dyed my hair back to super black again!
37612,happiness,Tiesto in Vicky Park - how excellent
37616,happiness,@TheSUPERGIRL Extremely excited! i'm 15 days behind you
37617,happiness,watching merlin omg he is cute
37620,sadness,@greggrunberg just showin some love to ya. and i'm really gonna miss Greg Beeman's directing next season. ya'll's commentaries r so funny
37623,happiness,F1 &amp; Star Trek...what a great Sunday
37627,sadness,@princ3sskrys10 lmao I've never met anyone who liked caramel this much
37630,sadness,@fayewhitaker shame Freud can't follow up on those implications
37631,sadness,"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I've had geeking out in a long time."
37633,happiness,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!"
37636,happiness,@Tegs03 bahah that would be really funny she would be really cut haha
37640,sadness,"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it"
37645,happiness,&amp;&amp;the night continues!  w/ my fav mazie; kristina; ericka &amp;&amp; robin!
37646,happiness,chilling
37660,happiness,"@thirtysix Funnily enough, Roland is President of my social club!"
37665,happiness,Greys Anatomy is so fuckn awesome atm!!
37668,happiness,"Still in bed enjoying the spring  sunshine streaming in the window, woke at 5am rigid, extreme pain and exhausted but i'm positive today"
37675,happiness,Wishing @Blacksocialite a Happy Mothers Day
37680,happiness,@chelsea_playboy yehh just signed
37684,happiness,"@angryfaggot, Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg"
37686,happiness,"@hollywoodtv alison is great around miley love to meet her, when you see her can you tell her to give a shoutout to @brad92190  #1 fan"
37695,happiness,@MyCaribbeanFood enjoy and congrats! thanks for the recipe we'll do it tomorrow morning.
37701,happiness,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.
37705,happiness,@mr_trick It's all good  The next 6 months are going to be awesome.
37707,happiness,good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|)
37709,happiness,getting ready to leave school on wednesday
37714,happiness,"Efteling was great, had a nice time with family, had dinner.. forget my keys in the car  hmmm! Bless the ANWB! Back in Germany now"
37716,happiness,Just woke up. Gonna have a shower and go to Nan's for Mother's day lunch. Happy Mother's day
37726,happiness,Aly &amp; AJ new album this summer. YAY!
37738,happiness,im exploring my home xD (back from vacation!) Nice to be @ home!
37739,happiness,is about to eat a hot link torta!!
37740,happiness,@laingrithdz Thanks a lot! You're very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!
37742,happiness,Mornin world! Hmmm... I was supposed to be up early. Oh well!
37743,happiness,@vieirasboots - all is fine  thanks! you guys dont have any quakes there?
37746,happiness,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL
37748,happiness,"@adneonheart oh my god, i finally found someone online! haha"
37753,happiness,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ
37756,happiness,@Takaki_I Yeah poor Yao! Hope u had fun looking at the Lakers JerseyZ haha! Enjoy ur time buddy !
37759,happiness,yays poker win!  that and sketchy student decided to show up today. lawl
37760,happiness,the globe theatre rocks.......nothing better than romeo &amp; juliet as it was supposed to be watched
37761,happiness,the sun is shinning! im off out!!
37762,happiness,rsvp-ed qiuqiu's wedding invitation
37765,sadness,fighting with mum on mothers day
37771,happiness,@oohnoo that's great!! weee!! visitors!
37773,happiness,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn!
37777,happiness,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn
37780,happiness,"I'm at Cobra, Mexican bird flu hub/gay bar, and hate when they play the 80's mix. Oh shit, FREEZE FRAME"
37781,happiness,@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn!
37788,happiness,"just came back from seeing the boat that rocked, it was an amazingly cool movie, definitely getting it on DVD once its out"
37789,happiness,goodnight all in the twitterverse
37797,happiness,@_NyLana_ An! Happy Mother's Day!
37800,happiness,good morning folks!   what ya gonna do today? it's mothers day
37801,happiness,"One for the Mum's - HAPPY MOTHERS DAY! &amp; a special mention 4 one of our newest members: @Holly_Jane, Hope @DHughesy was good 4 u &amp; 2 u"
37804,sadness,Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.
37811,sadness,Strange day  I forget all what i can
37814,happiness,Having a cup of tea  I have a cold so it's tasting really good!
37816,happiness,"yesterday was fun.. 1st concert of the year [i know, i'm late xD].. buena vista social club live FOR FREE.."
37818,happiness,"Headed home, see yall in the A.M. Tweets"
37819,happiness,"still working on my mom's mothers day gift....shh, its a slideshow"
37832,happiness,"@spanglegluppet *laughs* I'm glad that you have self confidence - it's a wonderful trait to have  I'll applaud extra loud for it, okay?"
37835,sadness,"@askfrasco ooh,,, am fine, how about ya??? I know toooo late,,, sorry for dat...."
37839,happiness,"@GeekySteph also, try Friendly Fires if you haven't already heard them. great stuff  AND Florence and The Machine. Great, great music"
37854,happiness,had a cool lil night. Now at Berrie's about to eat pizza waitin for @NOEL4PRESIDENT
37855,happiness,@xoJennyPennyxo I like too  how are you?
37856,happiness,the sun is shining and i'm off for a driving lesson
37858,happiness,"has done the ChocoSlam with his brother. As usual, there were some failures.  I finally burnt my tongue. HAHAHAHA! Stupid me."
37864,happiness,"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!"
37865,happiness,"Paul Scanlon sharing from God's Word this morning, he's sounding a bit hoarse perhaps a touch of *#cold*? It won't hold our Pastor back"
37867,happiness,"@noxhanti  LOL --&gt; don't mention it, my pleasure!!"
37873,happiness,munchin BACON BUTTIES! woohoo!!  my faves!!!
37874,happiness,Here's @Euan and @stoweboyd at our evening drink on Thursday night in London.  http://twitpic.com/4wrrp
37876,happiness,Eating a dillybar from DQ! Yuuum
37886,happiness,@rv109creek ay buti pa kayo!!!! uy thank you!!
37887,happiness,just got the bouquet of flowers for my mom  HEHEHE SWEET )
37888,happiness,@gnomeangel Yep!!
37889,happiness,Home from work. A few hours of sleep then putting some miles on the new bike.
37890,happiness,"@OhaiGabriella O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:"
37892,happiness,@achurches why yes ... a bag of goodies  lol
37894,happiness,@BrianMcnugget rofl that's what we like to hear
37897,happiness,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break
37898,happiness,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.
37899,happiness,@telesilla Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!
37902,sadness,my shoes taken off and my slippers put on my feet!
37914,happiness,Good Morning  i ate pizza for breakfast
37917,happiness,"I love waking up and thinking it's a weekday, but then realizing it's the weekend."
37921,happiness,"@sethu_j 4ever, it was in she's the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots."
37922,happiness,"@FlissTee Oh, fabulous ta.  I'm with the coffee too, obviously, although my cup is not large enough to embrace which is its deficiency."
37923,happiness,"@Lee_bandoni Ok, see you at da climbing"
37925,happiness,Just got home. So glad I decided to go out. Yay for new friends. Yay for a hug from my crush. Happy
37928,happiness,good morning twitterworld!  slept too less..
37929,happiness,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st@yahoo.com        add me leave some comment
37930,happiness,@moonfrye Happy Mothers Day
37936,happiness,"Perfect night. Best month of my life so far!! You my boo, @RyanFeero"
37937,happiness,@dougiemcfly hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x
37938,happiness,@devyra hahahaha definitely!  still writing?
37940,happiness,Yay! Go wyattt your totally amazing'!'! Im So happy for you.  yay
37941,happiness,"@JayJager well donkey has his own appeal, for sure."
37943,happiness,Had the best night I've had in a while.
37944,happiness,@brgd oh cool you are coming to berlin    ! ! !
37948,happiness,@ParentByNature that is so lovely
37952,happiness,up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays
37958,happiness,Finally going home! Its been a long night.. Ready to crash and have awesome dreams
37960,happiness,"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me"
37961,happiness,Goooood beer tiiiimes
37964,happiness,she is only 2 years and she's the funniest thing when she is dancing! she's sooo happyyyy!
37966,happiness,meeting up with strangers. lol. alone in vegas. amazing.
37968,sadness,@OhaiGabriella i hate it. it should just be english all day everyday
37972,happiness,@Storm_Crow Morning!
37986,happiness,@frama_c Oh yeah. Point taken
37993,sadness,@AlanCarr Quaver Sandwiches  and tea.
38000,happiness,@russellburnham  nice one
38015,sadness,@ficklampa Hehe it's an option if the (advertising) world wasn't such a mess! So I might in future! We're on same time yes. Lï¿½get i dï¿½g?
38016,happiness,@JfB57 good morning
38028,happiness,I have Vampire Knight  music!!!  I feel very special..
38031,happiness,@Jadeyyg http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j
38036,happiness,"@sentimentalizzy lady in the water is pure bs, but i remember enjoying his other films."
38044,happiness,doing some DIY- I'm dying mg clothes black again...save some money
38050,happiness,@musicalmover @shotbeak got my grubby paws on a live recording of paramore. you have to hear. its better than chocolate
38052,happiness,Guten Morgen/ Good Morning/
38053,happiness,"somebody smuggle me to sydney, i'll be your slave for eternity"
38054,happiness,Had fun 2nite...i was pleasantly surprised
38060,happiness,I'm still at the mothers day lunch at my uncles house. Having a nice time!
38061,happiness,http://twitpic.com/4ws3m - I love family guy  2 hours of work to go..
38065,happiness,@camilleprats Happy Mother's Day!
38069,sadness,@GabrielSaporta heard you slutted it up! I'm totally jealz~ I missed it. Maybe next time!
38079,sadness,Stop Everything! Are YOU extremely UNCOOL &amp; I don't know? IDENTIFY yourself NOW! Don't be shy let me know so I can UNfollow! Thank you!x
38081,happiness,Out for ultimate training. looking forward to the sunset!
38082,happiness,@MandyPandy32 Thanks hon!! Project Bra starts today!
38086,happiness,looks like yet another beautiful day in London
38087,happiness,@sweetlilmzmia Thanks for the song! Youï¿½re awesome.  I can sing along all day!
38089,happiness,can't be arsed to get out of bed  hello sunshine
38101,happiness,@natsnapper Thanks   Our little girl just loves animals so all the 'oohs' and 'aahs' were very cute!
38103,happiness,"going to head to bed now finally...goodnight! Hopefully my dreams will consist of ravishing things, such as: Zachary Quinto."
38108,sadness,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung
38114,sadness,Really tired this sunday morning  xxx
38120,happiness,"@Jonas_babe woo! im getting mine on monday,cant wait  x"
38128,happiness,had a shitload of fun with her friends
38138,happiness,Listening Maroon 5 .... &quot;Songs About Jane&quot; is one of my favourite albums in time
38140,happiness,@mitchalbom. very much enjoyed your &quot;whats in a name&quot; article
38147,happiness,just had cheese on toast with ham (: about to get ready to go to LONDON!
38148,happiness,@f_nadzirah thanks!
38153,happiness,@timz_twitz lol...hiiii yourself. Maybe lay off the patron and down a bottle of water!
38160,happiness,sooo pleased the sun is shining today! garden here I come
38164,happiness,"@Misstaken77 did you go out last night???? My Girls' Night In was fab, everyone made an effort dressing up"
38165,happiness,"@sarahfloss went with john grisham instead... she was very pleased &amp; never suspected a thing, lol. hope tomorrow is a better day for you"
38169,happiness,14 days until Boyzone
38171,happiness,is in a good mood
38173,happiness,"What a perfect sunday morning!! Sun is shining, i feel so good - time for a perfect breakfast !!"
38175,happiness,@geehall1 LOL! I had a peek at http://geehall.blogspot.com it's coming along nicely  I totally understand about leaving the set quiet too.
38190,happiness,@NovaWildstar  Damn right!
38191,happiness,"OMG i'm so happy as now,thanks to Micheal Sheen (aka Aro)  i know that the photoshoot for the volturi has been done!!! happies!!"
38193,happiness,just joined twitter thanks to my M&amp;M!
38195,happiness,"Reading my book in the sunshine, goona be a good day"
38196,happiness,@bbrownnewcolleg congratulations!
38206,happiness,@affascinare hehee!! yea its supposed to sound mean.. hahhaa
38207,happiness,"awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie  so then we did some more chattering and ..."
38208,happiness,"@saltyshutter cool beans, yeah man - no prob at all"
38210,happiness,"@britneyspears thanks for following me, hope all is well and cant wait to see you in australia when ya come."
38212,happiness,"@DougieMcfly Haha dude, we have the same b-date :p I'll wish u ur b-day the 3oth November. I'll also turn 16  Can u reply to me please ?"
38213,happiness,Happy mother's day @mrskutcher
38215,happiness,@tkpleslie Have a friend that calls me &quot;Mother Earth&quot; when ever he seems me. Nurturing is second nature to some. (me) Have God Babies.
38216,happiness,Happy mothers day to all u milfs out there.
38219,happiness,"@JasonBradbury Not addicted, just sociable."
38221,happiness,"@RODSMACK_10k much appreciated!  yeah, it sure is a challenge and a great reward. wouldn't trade it for anything."
38222,happiness,@novahalle i love everrything from breadtalk  i would eat the whole place if i could
38225,happiness,@bugmum oh and twas my very brilliant idea if I do say so myself  what can I say i'm an ideas woman
38226,happiness,Boarding the USS Enterprise.. Warp speed ahead!   #fb
38227,happiness,"@victorglenn saw your pics, so awesome!"
38231,happiness,"@iamkhayyam Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don't announce and shit - LOL"
38232,happiness,"@fixxatedstar Aww, thank you Soulmate! Haha."
38233,sadness,"@emilyhall92 awww bless him  i am indeed coming, 68 days woooo! are you?"
38236,sadness,@shortword ah cool yeah i can see that . really handy thanks
38238,happiness,I like @catep36 already  (new follower to join in midst of zombies mayhem)
38241,happiness,@LittleFletcher hey ive seen the musical live its funny lol
38242,sadness,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.
38243,happiness,"just came back home from NE gig, another fun night skankin...what a workout!"
38246,happiness,"Hi, i was just getting up now so i tought i could write something. Today i'm gonna go shopping! Soo fun, isn't it?"
38247,happiness,@Sera030 heya  40 hour famine starts on may 22nd - are you gonna take part?
38251,happiness,"At the avenue, raining  so cool"
38256,happiness,@wp101 Cheers! will do
38260,sadness,"@Parsnipzilla ohtays, it all makes sense now... Cool"
38261,sadness,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain
38262,happiness,@newtoid oh jealous. Though you're missing the fried potato bread
38263,happiness,"@NovaWildstar Nothing of the sort! Nevertheless, I shall now go out and share my magnificence with the wider world!"
38264,happiness,"@LJsBaby Hahaha...gutted !! it's his birthday soon,so he'll have to wait until then. haha"
38267,happiness,"@sallyLFC I did my best, it is Sunday after all"
38269,happiness,"coraline was scary yesterday, didn't puke luckily.  ahaa. 1 week &amp; 1 day till i'm 14 baby"
38270,happiness,"@louiiseeeeee LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo"
38273,happiness,"@BridgetSupple  you have been busy, have a lovely time"
38275,happiness,@SamBennington hey Samantha welcome  and happy mother's day!!
38278,happiness,@mbrevoort Thanks - that works a treat  Need to post that xml really though - thinking about how to emulate rails' ActiveResource
38285,happiness,On our way to take photos at the park
38286,happiness,"wooo am recovering from running race for life yest!!! i managed 36 mins 44secs, not bad for absolutley no trianing"
38290,happiness,bought awesome shooeessss
38293,happiness,Is off to watch arsenal v chelsea today
38299,happiness,"@JeffTracey forward to starting teaching new students all about hypnosis, will have plenty of laughs I'm sure"
38302,happiness,@bluevolvic  awesome   I'll have to keep a look out for it!
38309,happiness,"Omg,... just had the best roast ever! but now im full haha,.."
38313,sadness,"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone"
38314,happiness,finally home!! tomorrow is day 2 of &quot;Amazing&quot;.
38322,happiness,@Serenity265 Thanks hun! Next time we'll all go again
38324,happiness,"@SubClub I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would've just come over lol"
38330,happiness,"Off to the Dream World to battle the evil Spork Horde.  Later, folks."
38335,happiness,"@Jamie_127 good morning  one m,ore day YAY! #TwitterTakeover"
38336,happiness,"yay playing scattegories and being random with Joel, May &amp; Sherman"
38340,happiness,went to church with @JessAttack t'was different lol
38348,happiness,@clairemaxwell i know that feeling way too well - have a nice walk
38349,happiness,watching americas next top model yah haha
38356,happiness,"@wendy_fred6 It's REALLY cool! No, I'm on a PC now, I don't have a Mac  well I do but it's ooooooooold  I do have an iphone tho"
38358,happiness,My phone is ultra fast now with all the latest firmware updates installed!
38359,happiness,had an amazing night with the girls
38361,happiness,FacePanda is cool
38363,sadness,"Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow."
38364,happiness,"@Misstaken77 always good to polish off a few in the comfort of your own home  Nothing mischevious went down, just a fab night gossiping..."
38373,happiness,"Heading to the office through a very quiet Stockholm, at least its not sunny"
38379,happiness,had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX
38395,happiness,@AmyMeredithband amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  xx
38398,happiness,@SeanTheROBOT  Good Evening!~
38401,happiness,"Heading of to the theatre! Having a show tonight, I'm so exited!"
38405,happiness,"@Narelle_NZ busy,fun mother's day thanks  got what I wanted...a Wii Fit!!! Yay"
38408,happiness,Awake. Husband snoring faintly by my side. So happy
38409,happiness,I have new slippers! They are piggys! So so cute and very warm
38410,happiness,Excited for Rove tonight! Jennifer Garner and Gina Riley!
38413,happiness,"@laraslattery Lara, thank you so much 4 the #FF recommend!"
38421,happiness,@GoldenFish00 Thxx!! I was in the bathroom when you said it..
38425,happiness,"ever been in a pointless argument with drunk mum, drunk nan and drunk mums bf while having dinner??? i have.... fun times all round  hahah"
38430,happiness,@SarahJacinta Thanks!
38434,happiness,Beer pong  at 6am  with jess
38436,happiness,"@LeMonjat Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D"
38437,happiness,So so happy to be with @theblackqueen - she even makes doing laundry wonderful
38441,sadness,"I am the empitome of epic fail, just you know, more epic than fail."
38445,happiness,"@MileyCyrusRox25 iam eating pizza, want some??? haha.."
38453,happiness,@Meshel_Laurie Your father is a lucky man! He sounds like a fighter
38456,happiness,Dinner with the family. Watching wild child in the car
38458,happiness,I'm feeling higher than Mt Everest
38466,happiness,"Shhhweeeet-jay-z, bros back from from prom"
38468,happiness,"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz."
38470,sadness,just had the most emo moment too many tears love my family and sorors
38471,happiness,@furlongthedog Welcome to Twitter  I hoped it wouldn't be long before you saw the light and joined us!
38479,happiness,"@paula_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening"
38486,happiness,"Packing up for the trip to Ascari track, thank you Bacardi"
38490,happiness,Good morning
38494,happiness,is celebrating her 21st birthday
38504,happiness,"@NinjaFanpire Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!"
38507,happiness,"i like this new trend ,  who's next ? http://tinyurl.com/qcy8d4"
38513,happiness,@AgonisingNewt morning Newt...hope you are well!
38519,happiness,It's sunny and I feel really well today!  Yippeee!
38521,happiness,@IntelliCAD Perfect! Thank you.  &lt;3&lt;3
38523,happiness,"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day"
38525,happiness,Good morning everyone
38528,happiness,"@JasonBradbury nice on the jet ski testing! Hope the book is going well. Cheers for adding me, got twitter after watching the gadget show"
38532,happiness,Listening to Weightless by All Time Low. Thanks to @Katarinahj for making me listening to it!
38534,sadness,"@V_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first"
38537,happiness,finally made it to the QC...happy mother's day!  got my car!!
38540,sadness,@Nicsey Snap! I know that feeling well
38544,happiness,@strandell that was several days ago! it was great though
38548,happiness,is really enjoying my weekend soooo much  hope u all are .
38549,happiness,@NajiahYahya YEAY!. haha. thank you so much jiah
38553,happiness,I'm so pleased with myself. I actually managed to run the whole 4km mothers day classic without stopping
38565,happiness,"#SanctuarySunday awesome news about the Leo Awards for Sanctuary, looks like they got 4 out of the 10 they were nomintated for, not bad!"
38569,happiness,just had the first lie-in in months  it was great. now for mooching about the house
38571,happiness,can't wait to make that call tomorrow. gotta keep moving forward!
38572,happiness,"@hypnophil  it's looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!"
38575,happiness,@ThetaHealerMaya u're welcome...thank YOU for sharing such excellent content
38583,happiness,"@RocknRollQueene @Loretta_aston Welcome to Twitter! Let me know if you have any questions, would love to help."
38586,happiness,@ruthieor THANKS!
38587,happiness,"As of today, @Peek_a_Bo0 and I have been going out for two years. Best two years ever"
38600,happiness,@MyAppleStuff oh he is so cute... is he in uniteddogs.com? Poppy is there
38602,happiness,@redheadlori Happy Mothers Day!
38605,happiness,uploading photos to myspace from musical i was just in
38606,happiness,@officialTila tilaaa just make you feel so special  haha haters now days
38608,happiness,Weetabix and Choco milk  Yum!
38612,happiness,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand"
38616,happiness,Toast in the morning
38625,happiness,so this my last week of school then finals yesss
38629,happiness,"@mileycyrus i think it's fun, you gotta hide, and defend from your enemy, fun huh?"
38633,happiness,@jonbongato haha it will be interesting haha
38636,happiness,"@Ganga108 my pleasure, its a great recipe"
38638,happiness,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!
38639,happiness,"@sexysapphire Thanks, I love it"
38642,happiness,"@purdyboy thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha."
38651,happiness,Buongiorno !!! woke up and of for my Italian lunch
38653,happiness,Enjoying &quot;Gears of War&quot; on my PC ! This game is really gooooood
38661,sadness,Hot showers make everything better  all i need is sumbody to tuck me in. . ugh miss my gramma
38662,happiness,@nick_ebru thank you for the link...very cool...see you on monday!!!
38663,happiness,OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!
38670,happiness,"@dorothyjburt very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere &amp; discussion"
38672,happiness,@Joshwaleigh    i did on my walk home. it looks amazing
38678,happiness,"Good morning!! It's 12:00, I think it's time for breakfast!!"
38682,happiness,@StevieWynn good morning. How is my favourite pcso today?
38684,sadness,Went shopping for sports tour yesterday with Garley... very very very funny!! Now I need some brunch  And a shower.
38691,happiness,[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her
38698,happiness,First sleep then spending the day with mom since it's mothers day and all. There might even be Chinese.
38702,happiness,"Lady Gaga - Poker face (acoustic)  is really really good, she really can sing"
38704,happiness,"Had a good time out , now I must sleep lol. Gym &amp; dance rehearsals in like 5 hours,"
38705,happiness,"@mattcampagna You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?"
38709,sadness,"simple greetings from unexpected people can actually lighten our mood, doesn't it ever happen to you?"
38713,happiness,@GGEastLDN im cool  cant wait to hear these stories xoxo
38714,happiness,Good morning all! Its a fabulous morning here!
38717,happiness,@sassij That's good to hear - morning
38719,happiness,"time to do some revision while listening to @direngrey albums non-stop all day, again!"
38723,happiness,my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies
38726,happiness,"@LittleFletcher I saw the play of it here, it was amazing"
38727,happiness,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b'day keiron
38728,happiness,Singing along to MyChem.
38732,sadness,Has finally found her new flat.
38734,happiness,@b50 heheh ....qualifying was pretty exciting tho  ..
38742,happiness,@KimmiMcFly i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha xx
38743,happiness,http://twitpic.com/4qfl3 - haha^^ I love it
38745,happiness,"@HairBoutique Thanks, btw which men's hairstyles are in right now? I'm growing my hair long  anyway hope you are having a good weekend!"
38747,happiness,haha gunna go buy a whole bunch of emo/punk clothes
38757,sadness,nothings really going *well*...however currently theres nothing else to look forward to so may aswel make the best of it
38758,happiness,"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?"
38760,sadness,"@ezrabutler - they have their headaches the morning after, instead!"
38767,happiness,Wake up x.x But tired. On this moment i listing some music for make me happy and let me wake up
38780,happiness,Is listening to Prima j - rockstar so dang catchyy
38783,happiness,"Picked up a Jesse Lacey/Kevin Devine/Grace Read bootleg off the net from their acoustic tour, it's really good"
38784,sadness,even when we're miles and miles apart; you're still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice
38789,happiness,@miraihl Sounds like you're in for a great day!  Enjoy
38791,happiness,"off to westend now, enjoying the sun."
38796,happiness,Good morning Tweeple of the sun! What you all up to?
38797,happiness,happy mothers day to all the yummy mummies on twitter
38799,happiness,OK. Done with Sunday morning findings. Time to enjoy the sunny day
38802,happiness,Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!
38805,happiness,"@Orli @Snapily you are now famous in Houston, take a look  http://is.gd/ysAh"
