comment,label,rate,Unnamed: 3
Chất lượng sản phẩm tốt.,neutral,3,
Quần rất đẹp dày dặn mỗi tội cái day quần hoi làm mất cái chất của cái quần Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
Màu tối hơn ảnh.,negative,2,
"Đồ đẹp, gửi hàng nhanh, cảm ơn shop!",positive,4,
"Ko quá xuất sắc nhưng mềm, nhẹ, êm chân.",neutral,3,
Chất lượng sản phẩm rất kém.,negative,1,
Thái độ rất tốt đánh giá shop 5* nhé.,positive,5,
Áo thích lắm.,positive,5,
Áo giống hình nhưng vì quả quá lớn mặc lên k ôm được ngực nên nhìn rất xấu.,negative,2,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,positive,5,
To nhan duoc đo roi b a đo đep va ung lam Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Giao hàng hơi lâu nhưng chất lượng ok.,positive,4,
"Hàng y mẫu, mặc vào rất ưng ý.",positive,5,
K ngờ chất vải đẹp thế luôn ủng hộ shop.,positive,5,
"Đặc biệt phần mực in nhìn có cảm giác rất tốt, giặt sẽ không bị bay, kể cả giặt máy.",positive,5,
Nhưng chất vải hơi nóng,neutral,3,
"Ai chua mua trah thủ mua đi , k mua rat la tiec lun đó.",positive,4,
Còn lại mọi thứ y hình.,positive,4,
Chất lượng sản phẩm tốt .,positive,5,
Có điều shop giao hàng cho bên vận chuyển lâu !,positive,4,
Gia công ổn hàng đẹp.,neutral,3,
Chúc shop làm ăn tốt.. có cơ hội sẽ quay lại ủng hộ shop.,neutral,3,
Có điều size rất rất nhỏ luôn.,negative,2,
Ko uy tín.,negative,1,
"Set này xinh xắn lắm m.ng mua điii, ko sợ ko giống mẫu đâu.",positive,5,
"Chất vải xấu tệ Chất lượng sản phẩm rất kém, Rất không đáng tiền.",negative,1,
Sản phẩm đúng với thông tin đăng tải.,neutral,3,
Ok tôtt.,positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
"Váy thì vải thô hơi cứng,chắc giặt đi hết hồ sẽ mềm hơn.",neutral,3,
"Giao hàng rất nhanh Chủ Nhật đặt hàng T2 có luôn, chất lượng rất tốt, đẹp hơn mong đợi.",positive,4,
Quần mặc thích.,positive,4,
Áo đẹp giống hình.,positive,5,
Tôtd.,neutral,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn đặt lần 2 rất ưng.,positive,5,
Shop gói hàng rất cẩn thận😘 Rất hài lòng ạ😊😊 Shop phục vụ rất tốt.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
"AO DEP,CAM ON SHOP.",positive,5,
Rất đáng tiền quần mặt lên rất đẹp.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn .,positive,5,
Tư vấn tốt.,positive,4,
"Sp đẹp, giao hàng nhanh.Phục vụ tốt.",positive,4,
Hang wa xau ko giong hinh .chac mua 1 lan chay tron lun.dang hinh ban ko giong mau da ra mau vang.,negative,1,
Shop rất uy tín Chất lượng sản phẩm tuyệt vời.,positive,5,
Vải dày đẹp lắm.,positive,5,
Sử dụng tiện lợi.,neutral,3,
Mịn.,positive,5,
Shop rất nhiệt tình.,neutral,3,
Thời gian giao hàng chậm như rùa bò -_-.,negative,1,
"Hang dep, gia ok.",positive,5,
"Đẹp, mình m55 mặc áo hơi ngắn.",positive,4,
Áo quá đẹp.,positive,4,
"1m50 43kg mình mặc vừa xinh, váy đẹp.",negative,2,
Chat liệu ko dung nhu hình ao ko ra j .,negative,1,
Áo đẹp.,positive,5,
Shop phục vụ tốt.,positive,5,
Rất đáng tiền và giao hàng rất rất nhanh <3.,positive,4,
"Đây là lần thứ 2 mình mua của shop rồi, dự sẽ ủng hộ shop lâu dài.",positive,4,
Hạn dùng tới 25/11 chứ k phải 1/12 như trong bài.,negative,2,
"giao hàng rất nhanh, sản phẩm đẹp, chủ shop rất cute.",positive,5,
Shop tư vấn đúng size.,neutral,3,
Thú vui mới là nuôi kiến.,negative,1,
Nhưng mẫu mình nhận được khá ổn.,neutral,3,
Shop phục vụ rất kém Rất không đáng tiền.,negative,1,
Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Chất lượng sản phẩm tạm được.,positive,4,
"Thời gian giao hàng rất nhanh, trong hộp ko thấy phiếu bảo hành, ko biết mai mốt nếu có trục trặc thì sao.",neutral,3,
Sản phẩm rất ưng ý.shop phục vụ nhiệt tình.,positive,4,
Thời gian giao hàng rất nhanh.Rất hài lòng với shop.,positive,5,
Shop phục vụ rất tốt.,neutral,3,
Shop rất có tâm khi báo trc là có chương trình khuyến mãi sau 3 ngày nhưng vội quá mình cứ lấy luôn tại ko chờ để mua hàng sale dc.,positive,5,
"Tất cute lắm ấy, đi rất thoải mái nha shop ơi.",positive,5,
Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,positive,5,
"Áo đẹp, chất dày dặn hợp mặc mùa thu, hàng giống hình.",neutral,3,
Chất xấu .,negative,1,
Hàng đẹp nhưng giao nhầm size.,neutral,3,
Shop phục vụ rất kém.,negative,1,
Ao đẹp như ý Chất lượng sản phẩm tuyệt vời.,positive,5,
"Chất lượng sản phẩm tuyệt vời, áo đẹp ngoài sức mong đợi, Shop phục vụ rất tốt Rất đáng tiền.",positive,5,
Vải dày dặn.,neutral,3,
Giặt xong vẫn k hết nhặm.,negative,1,
Lo viên xả vải này tôi mua về không thấy thơm.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn form rộng và to 😆.,positive,5,
Lần này mua nhiều hơn mà Mỗi bên chỉ có 2 lằn keo.,negative,2,
Rất đáng tiền.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Fair product quality.,neutral,3,
Vải mặc hơi nóng.,negative,2,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt/.,positive,4,
Chắc do sử dụng voucher nên hỏi tới cái gì cũng hết.,negative,1,
đường chỉ lỗi hai bên may còn thiếu khách ib hỏi thì chặn TỆ.,negative,1,
"Mặc rất vừa, đẹp hơn so với mình nghĩ với mức giá quá ok.",positive,5,
"Lần đầu ráp hơi khó khăn, song mấy hộp sau thì easy .",neutral,3,
Hình in k giống ảnh cho lắm.,neutral,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền .,positive,5,
Giá tốt nhưng chỗ mình sóng yếu ko có 4G.,positive,4,
Shop nhiệt tình.,neutral,3,
Sản phẩm phù hợp với giá tiền.,neutral,3,
"Mua 2 cái rồi, đều rất đẹp.",positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
Hàng không giống hình.,negative,1,
Yêu chị chủ 😗.,positive,4,
K thấy gửi móc cho.,negative,2,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,positive,5,
Chất lượng sản phẩm tốt Thời gian giao hàng nhanh Áo rất đẹp nha shop 😘😘.,positive,4,
Tốt Đóng gói sản phẩm chắc chắn.,positive,5,
"Tay áo hơi ngắn so với m, hehe.",positive,4,
Trên cả tuyệt vời .. cảm ơn và sẽ ủng hộ shop.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,positive,5,
"Vải mỏng và nóng, hàng kg giống miêu ra tả.",negative,1,
Kh đẹp.,negative,1,
Dáng áo đúng hình.,neutral,3,
"Vải mỏng,vồi dễ bong chữ,giặt 1l mk thấy nó chảy cmnr 😂😂😂.",negative,1,
Chị bán hàng rất ok và nhiệt tình hiii.,positive,5,
Hơn cả mong đợi.,positive,5,
Moi day hom qua hom nay da nhan dx roi.,neutral,3,
"Giao hàng nhanh,khăn đẹp.",positive,5,
Đóng gói sản phẩm chắc chắn.,positive,5,
Chất rất ok.,positive,4,
Size hơi nhỏ hơn bt nên mua s L vẫn bị chật.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được Shop phục vụ tạm được Shop phục vụ tạm được Giá cả chấp nhận được Thời gian giao hàng rất nhanh.,positive,5,
Nhưng nchung rất ưng.,positive,4,
Nút áo may sơ sài.,negative,1,
"Ao dep, minh ung lam nhe shots nhung giao hang cua minh cham ban nhe.",positive,4,
"Ảnh đẹp xuất sắc, đóng hàng hơi xấu.",positive,4,
"đầm đẹp lắm, shop giao hàng nhanh nữa. nói chung là tuyệt vời hjhj.",positive,5,
Hàng đẹp y hình.,neutral,3,
"Chất vải đẹp, sờ mịn tay, form quần đẹp.",positive,5,
"Thời gian giao hàng nhanh Form k đc đẹp lắm, túi dài quá nên mặc bị lùn.",neutral,3,
"Chất lượng áo len kém, len thô, sợi len thừa nhiều.",negative,1,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Sản phẩm rất ưng ý shop phục vụ nhiệt tình.,positive,5,
Tuy nhiên với giá tiền này thì chất lượng lý.,positive,4,
"Hàng như hình, giá rẻ, mới đặt hôm qua hôm nay giao tới rồi 😂 Rất đáng mua!",positive,5,
Mặc đẹp tuy nhiên form Áo rộng.,neutral,3,
Chất lượng chưa biết thế nào!,negative,2,
Đúng là tuyệt cú mèo luôn.,positive,5,
"Rất là ưng ý,chất jean cực co giãn luôn.sẽ còn ủng hộ shop,👍.",positive,5,
Chất vải ok so với giá tiền.,neutral,3,
"Thỏi son bé tí tẹo mà shop cho vào hộp to đùng =))) son siêu lì, siêu lâu trôi, kissproof, ko dính vào miệng cốc khi uống nước đâu nha.",positive,5,
Thời gian giao hàng 1 tuần 😅.,negative,2,
Thời gian giao hàng rất chậm.,negative,2,
"Áo đúng như miêu ta của shop là mỏng và dai, tớ thì thích dày hơn xíu nên cho 4 * vì đúng miêu tả của shop.",positive,4,
Tạm được.,neutral,3,
Sp giống như hình chất vải dày Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,positive,5,
"Shop giao thiếu của mình 1 áo. nhưng đã hoàn tiền lại rất nhanh, Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.",positive,4,
Sẽ ủng hộ shop dài dài.,positive,5,
Hơi nhỏ hơn mình tưởng :)).,neutral,3,
Áo rách 1 chỗ khá to nhưng chắc do áo mới còn trong bọc nilon nên chắc shop gửi luôn chưa bóc ra ktra nên mới dính lỗi.,negative,1,
Thời gian giao hàng rất nhanh.,neutral,3,
Rất đáng tiếc.,negative,1,
Shop phục vụ rất tốt.,positive,5,
Nhìn size số kg đặt mà rộng mênh mông shop ơi.,negative,2,
Vãi đẹp nhưng áo nam size cho người 66kg mặc chật shop không cho đổi trả buôn bán k uy tín.,negative,2,
phù hợp với giá tiến.,positive,4,
Giao hàng nhah chóng.,positive,4,
Chất lượng ko đẹp.,negative,2,
Hơi nhiều ba via thôi.,negative,2,
Chủ shop rất đáng yêu phục vụ tốt.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.Màu hơi nhạt so với trong hình Đáng đồng tiền.,positive,4,
"Áo rất đẹp ạ, dáng rộng mặc rất thoải mái.",positive,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn, tuy nhiên, màu da nhưng mình cảm thấy nó đậm và giống màu nâu hơn.",positive,4,
Mk k thích co dãn nhg lên dáng cx ok.,neutral,3,
Sản phẩm đẹp.,positive,5,
Chất len k giống hình.,negative,2,
Rất đáng tiền ❤️.,positive,4,
Thời gian giao hàng nhanh áo mặc hơi rộng tí nhưng k Sao Rất đáng tiền.,positive,4,
Giá rẻ mà đồ tốt lắm shop.,positive,4,
Sản phẩm như hình.,neutral,3,
Giao hàng hơi lâu.,negative,2,
Mua lần đầu mà đã được tặng quà 💓.,neutral,3,
Đẹp lắm 💙 ủng hộ dài dài.,positive,4,
Len dày dặn giống ảnh nhưng chất len hơi dão.,negative,2,
"Hàng không giống ảnh, xấu.",negative,1,
Phù hợp giá $.,neutral,3,
"Chất vải mỏng, mát.",neutral,3,
Được cái giao hàng nhanh.,negative,2,
Còn đc quà tặng nữa.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Hàng nhận giống hình Rất thích.,positive,5,
Shop rất rất dễ thương ❤️❤️❤️.,positive,5,
Không giống hình.vãi rất thô.,negative,1,
Vải mềm.,negative,2,
Shop phục vụ tốt.,positive,4,
Kính dán khoảng 1tuần là bụi bám đầy camera trước.,negative,2,
Lúc nào đặt hàng shop cũng rất ưng 😍😍.,positive,5,
Tks Xiaomi.,positive,5,
"Áo siêu thơm, đem vào phòng thơm nguyên cái phòng luôn :)) chất vải dày dặn, tưởng bị rộng mà ai dè mặc vừa đẹp.",positive,4,
"Cô chủ tư vấn nhiệt tình, hàng đẹp, đáng tiền.",positive,4,
giày đẹp nhưng hơi rộng.,negative,2,
Quang cao giay co hop cai hop nhin cung dep ma nhan hang ntn that.,positive,4,
"Hài lòng, rất mong thời gian nạp thẻ nhanh hơn.",positive,4,
Sãn phẫm ok chất lượng.,positive,5,
"Giao hàng nhanh,chăm sóc kh tốt.",positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn mà còn giao hàng siêu nhanh.,positive,5,
Hàng đẹp.,neutral,3,
Hàng đẹp mặc mát 😍.,positive,5,
Chất lượng sản phẩm tuyệt vời!,positive,5,
"Chất lượng sản phẩm tuyệt vời, hạn sd 1/2019, shop tư vấn nhiệt tình.",positive,5,
Shop giao hàng rất nhanh.,positive,4,
Trên giầy có dính 1 lớp keo làm mất đẹp.,negative,2,
vải đuwowcj nhưng hơi chật.,neutral,3,
Hàng dơ quá vậy mà cũng dám bán cho khách.,negative,1,
Giao hàng chất lượng thấy êm có cái dòm hơi củ nhưng chất LG thì ok.,neutral,3,
Cám ơn shop.,positive,5,
Cơ mà sau 1 hôm kiến bỏ đi hết.,negative,1,
Vải mỏng.,negative,2,
hình ảnh k đk sắc nét lắm.,negative,2,
"Chất liệu rất Ok, giá cả quá hợp lý.",positive,4,
đẹp ❤️.,neutral,3,
Có điều em lỡ mua size to quá nên tốn tiền bóp.,negative,2,
"Áo đẹp hơn mong đợi, đường may cung rất đẹp.",positive,5,
"Hình ngoài thì nối được vào vòi không cần ren, thực tế thì sản phảm có ren -> không nối được với vòi rửa bát :(.",negative,1,
Đáng yêu quá trời luôn shop ạ.,positive,5,
Hơi lỗi vêc hộp mà bây giờ chỉ cần biết cinhr giờ thôi.,negative,2,
Trong đầu kêu đặt màu đen trơn .,neutral,3,
Áo đẹp lắm.,positive,5,
Dc shop tang mask nua.,positive,5,
Áo xinh chất đẹp gói hàng cẩn thận nêm cho shop 5 sao nhé!!!,positive,5,
Rất ok nhé.,positive,5,
hơi mỏng nhưng đẹp.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Áo khá mỏng nên mặc thêm áo thun bên trong.,positive,4,
Chất luong san phẩm quá tuyệt vời.shop Tư vấn nhiệt tình Thời gian giao hàng rất nhanh.,positive,5,
Tuy nhiên chất lượng bị nhám.,negative,2,
Em cảm ơn shop!,positive,5,
Áo k giống hình.,negative,1,
"đóng gói đẹp và chắc, hàng đẹp như hình, tốt hơn mong đợi có lỗi nhỏ khóa hơi gỉ thôi.",neutral,3,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ❤❤❤❤❤.,positive,5,
"Vải đẹp, chất mát.",positive,5,
Áo không giống hình haizx.,negative,1,
Thời gian giao hàng rất nhanh.,positive,5,
Quá bực mình.,negative,1,
Hơi quá khổ với mình nên nhìn mập.,negative,2,
Dáng áo OK.,neutral,3,
Áo gì thun mỏng còn hơn giấy.,negative,1,
Chất dày dặn đường may chuẩn mặc đẹp.,positive,4,
"Váy hơi dài, tuy nhiên shop tư vấn nhiệt tình.",neutral,3,
giày rất đẹp đi êm chân lắm nhé.,positive,4,
Chất lượng sản phẩm hợp với giá tiền.,positive,4,
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,positive,5,
Chất áo so vs giá tiền thì rất ổn rồi.,positive,4,
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,positive,5,
"Shop hỗ trợ nhiệt tình, Chất lượng sản phẩm tuyệt vời.",positive,5,
"Mặc siêu thích, cảm giác như đang k mặc gì ấy. k hằn mềm mịn dễ chịu.👍👍👍.",positive,5,
Đặt màu 4 giao màu 3.,negative,2,
"Vải mặc dễ chịu lắm, form đứng đẹp, chuẩn size như shop đã đăng, mặc vào không sai 1li luôn.",positive,4,
Túi nhám nên mùi nồng quá.,negative,2,
Xinhhhhh cực luôn.,positive,4,
Đóng gói đẹp giao hàng nhanh mẫu yk hình.,neutral,3,
Áo đẹp ghê.,neutral,3,
Thời gian giao hàng nhanh.,neutral,3,
Chất vải mát.,positive,5,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Sp quá đẹp so với giá 😍.,positive,4,
"ban đầu đặt còn lăn tăn bảo rẻ sợ chất k đẹp, nhưng khi nhận được hàng thật sự k ngờ, váy len có 40k mà dày sụ, áo chocker 39k mà chất siêu đẹp. nchung mình rất ưng.",positive,5,
Chất lượng sản phẩm tuyệt vời.. mỗi tội mk mặc hơi cộc tý nhưng k sao.,positive,4,
Sản phẩm tệ.,negative,1,
Chất voan đẹp - vừa y luôn - thanks shop Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,positive,5,
Giao hàng chậm.,negative,1,
Mình đặt màu da sao giao màu trắng cho mình z?,negative,1,
Hôm nào sẽ qua Shop ủng hộ tiếp!,positive,5,
Sản phẩm tốt y như hình tuyệt vời.,positive,4,
Đẹp không tì vết ❤️ ship max nhanh ạ 😘 chị chủ shop max đáng yêu 💕.,positive,5,
"Chất đẹp lắm nhé, màu xám nhìn sang lắm luôn.",positive,5,
Rep em.,neutral,3,
"Hàng đẹp, giá ổn, shop nhiệt tình, quà tặng dễ thương=>> ok 5*** luôn~.",positive,5,
Chất lượng sản phẩm tạm được.,neutral,3,
"Áo mùi cao su và hơi bị nóng,shop rất nhiệt tình Shop phục vụ rất tốt.",positive,4,
Mình nhận được hàng rất nhanh.,positive,4,
Tồi tệ bóng đèn bị vỡ báo cửa hàng đổi cho vận chuyển gọi hotline thì báo lỗi hệ thống!,negative,1,
Với giá tiền thì kg mỏng như mình nghĩ.,negative,2,
Mặc khá ổn.,positive,5,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Nhận đc 90 cái.,positive,5,
Áo đẹp.ưng í quá chời luôn.😍😍.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
K bị lỗi.,positive,4,
cựccccc đẹp 😂.,positive,5,
Tiền nào thịt nấy thôi các bạn à:))).,positive,4,
"Chất đẹp, mà giao nhầm màu đặt.",negative,2,
Rất đáng tiền❤️.,positive,5,
"Chất lượng Ok, săn được giá rẻ.",neutral,3,
Nhưng không sao hết nhé.,positive,4,
"Chất lượng phù hợp với giá tiền, giao hàng nhanh.",neutral,3,
Rẻ đẹp.,neutral,3,
"Chị chủ shop nhiệt tình, sai sót do bên giao hàng giao nhầm áo.",positive,4,
"Chất vải đẹp, form áo cũng đẹp.",positive,4,
Chất lượng sản phẩm tuyệt vờii.,positive,5,
Shop giao áo bị lỗi.....,negative,1,
Noi chung mua ve chi lam re lau.,negative,1,
Không có màu đen nên hơi tiếc.,positive,4,
Mỗi tội thấy trên app nhà cc delay giao hàng 3 lần.,neutral,3,
Vải chưa mặc mà đã xù....haizzzz.,negative,2,
Khá là ok.,neutral,3,
Hàng chuẩn f1.,positive,4,
xe yếu khi nhận hàng thì ko còn điện cắm dạc thì điện ko vào kiểm tra thì hỏng một cục acquy.,negative,1,
- thích nhất sợi dây.,positive,5,
Chỉ k bằng lòng hàng bị rách thôi.,positive,4,
Dùng rất tuyệt ko bị khô môi.,positive,4,
"Sản phẩm rất chắc, đẹp.",positive,4,
Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh Chất lượng sản phẩm tốt Đáng đồng tiền.,positive,5,
Trừ 1sao cách nhắn tin của chu shop.,positive,4,
"Hang đẹp, giá mềm 💋.",neutral,3,
Chất rất ưng.,positive,5,
Cạp nhỏ.,neutral,3,
Đèn chỉ gắn dc 12v.độ sáng tạm dc.k rọi xa nhu quảng cáo.đèn gắn vào thì chớp tắt liên tục.k phải sáng luôn Chất lượng sản phẩm tạm được Thời gian giao hàng tạm được.,negative,2,
Ko đúng với kiểu gấu trong hình.,negative,1,
"sách hay và bổ ích. shop giao hàng nhanh, đóng gói sp rất đẹp và chắc chắn.",positive,5,
Cảm thấy mặc rất mát và thoải mái hơn so với những loại quần lót ren mình hiện đang mặc.,positive,5,
Hang qua dêu khong giong nhu hình đặt.,negative,1,
"Tẩy trang tốt, sạch và không bị nhờn dính, phù hơp với người trangd diểm vừa phải kh dày quá.",positive,4,
"Kẹp tóc bẩn quá, sản phẩm tạm được.",neutral,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng siêu nhanh luôn ạ😍.,positive,5,
So good.,neutral,3,
"Đừg ai mua của shop này bị lừa đấu, mua về ko thể mặc nổi.",negative,1,
Thời gian giao hàng rất nhanh.,positive,4,
"Áo siêu đẹp, lại còn đc tặng thêm vòng mèo may mắn nữa :v.",positive,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền Thời gian giao hàng rất nhanh Sản phẩm hoàn thiện tốt, mà giá rẻ quá tr rẻ, vải siêu đẹp giống như mua đồ ở các shop thiết kế.",positive,5,
Nhưng shop cho làm cúc cài thì bền hơn.,neutral,3,
Nhưng tiền nào của đó.,negative,2,
💯 💯 💯 💯 💯₫.,positive,5,
Chất dày dặn nhưng hơi nóng Chất lượng sản phẩm tuyệt vời.,positive,4,
Vai Ok nhưng vay bên trong hơi ngắn.,negative,2,
"Shop nhiệt tình, đặt trưa nay, sáng mai có hàng rồi.",positive,5,
Shop phục vụ khá tốt nhưng áo bị bung chỉ khá nhiều Đóng gói sản phẩm chắc chắn.,neutral,3,
"Nice style but the fabric is too hard and ửinkled,feel hot to wear it on.",neutral,3,
Bo thun thi ok.,neutral,3,
Hơi to b ạ.,negative,2,
Chất lượng sản phẩm tuyệt vời quá tuyệt so với giá tiền luôn shop ah.,positive,5,
"Xài rất oke chưa thấy lỗi, chủ shop nch rất dễ thương :)).",positive,4,
Da mềm.,positive,5,
2 bên giầy không cân lắm.,neutral,3,
Vừa khít.,neutral,3,
Shop giao thành quần warm :((.,negative,2,
Nhìn hình tưởng áo màu trắng tinh nhưng lại là màu ngà mình ko thích.,negative,1,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Chất đẹp.,neutral,3,
Thực ra mua kèm với giày săn deal tính ra là rẻ.,negative,2,
"hàng đẹp, rất đáng tiền.",positive,4,
sau khi nhận hàng mình cân thử thì chuẩn 2kg2 do mình od chung nên phải chia ra cũng đc 1kg tươi.,neutral,3,
Áo thì như hình nhg chất lượng thì kém Rất không đáng tiền.,negative,1,
"Chọn màu 3,6 lại giao 5,7 Chất lượng sp khá oke.",neutral,3,
Mình 1m62 nặng 49kg mình đặt sz L mới vừa dài và bụng hơi kích chứ theo số shop cung cấp đặt sz M sẽ bị chật và ngắn.,neutral,3,
"Hàng chất, giá rẻ thanks shop nhiều!",positive,5,
Shop phục vụ khá tốt.,neutral,3,
Vải mềm và mát mng cứ yên tâm mua đi nhé,positive,5,
Chất liệu mỏng và rất mỏng....,negative,2,
Chủ shop tư vấn nhiệt tình và siêu dễ thương.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Áo chất rất đẹp mng nên mua nha.,positive,5,
Nhưng thích kiểu dáng áo màu đen hơn.,neutral,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt.,positive,5,
"Con hết bỉm, đặt tiwf 6g sáng, đến 2h chiều nhận đc bỉm lunnnnn.",positive,5,
Quần mặc cũng ọk.,neutral,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Tặng kèm tất rất dễ thương.,positive,5,
Chất lượng sản phẩm tuyệt vời .Chủ shop thân thiện.,positive,5,
Vải mỏng tiền nào của nấy.,negative,2,
Đặt 2 cái shop giao lộn e 1c áo có tay 😭.,negative,2,
Sẽ ủng hộ dài dài..,positive,5,
"Chất lượng sản phẩm tạm được Đóng gói sản phẩm tốt. 1 bộ vải mềm, 1 bộ vải cứng đơ phù hợp với giá tiền.",neutral,3,
Bạn nào cao 1m55 nặng 45 kg thì phải sửa lại.,positive,4,
"Giao hàng cực kỳ nhanh, 1 ngày là nhận đc, giá rẻ mà chất lượng ổn, mang tạm mấy ngày về quê thôi, cảm ơn shop nhiều, có nhu cầu sẽ ủng hộ shop.",positive,5,
"Chất lượng sản phẩm tuyệt vời Rất đáng tiền, hàng đẹp ♥.",positive,5,
"Hàng đẹp , y hình, shop tư vấn nhiệt tình.",positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.Còn có thêm 3chai quà tặng.,positive,5,
Chất áo thì phù hợp giá tiền.,positive,4,
Dùng quá ổn!,positive,5,
"Chủ shop rất nice, nhiệt tình vô cùng.",positive,4,
Chất đc.,negative,2,
Quần này gọi là quần chip cạp cao đúng hơn là quần gen.,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.mjnh dat 1 cai mau xanh den mak lai gjao mau do.,neutral,3,
5 sao cho mẹ Ben 😊.,positive,5,
Chất lượng sản phẩm tuyệt vời; Shop phục vụ rất tốt; Rất đáng tiền.,positive,5,
Chất lượng sản phẩm tuyệt vời.Thời gian giao hàng rất nhanh.,positive,5,
Chất lượng sản phẩm tuyệt vời .,positive,5,
Nhân viên bưu điện gọi em không thèm nghe máy.,negative,1,
Chất lượng sản phẩm tuyệt vời vải đẹp nhưng dây dài quá.,positive,4,
Đc shop lì xì em vui quá.,positive,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt, còn tặng quà cho khách nữa 😍😍.",positive,5,
Chất lượng sản phẩm tuyệt vời dep y hinh 👍👍👍.,positive,5,
Quá hài lòng về sản phẩm !!,positive,4,
"Hàng đặt vải tốt, chất lượng như hình, nhưng giao sai mẫu, nhắn tin k phản hồi?!",negative,2,
"Chất vải hơi mỏng, màu be sáng nữa nên m bị lộ khuyết điểm chân to.",negative,2,
